input,model,output,flag,username,timestamp
/home/subinyi/Users/FSOSOD/DeFRCN-main/flagged/input/tmpm8cxprkm.jpg,OpenDet-R50,/home/subinyi/Users/FSOSOD/DeFRCN-main/flagged/output/tmp_y9663_g.png,,,2023-04-19 22:25:40.813037
